ServicerIdentifier,NoteDate,PropertyValuationEffectiveDate,NoteAmount,CurrentBalance,CurrentInterestRatePercent,ScheduledFirstPaymentDate,LoanMaturityDate,LastPaidInstallmentDueDate,PropertyValuationAmount,LtvRatioPercentCurrent,CreditScoreValueRecent,TimesDq,Dti,CeilingRatePercent,FloorRatePercent,MarginRatePercent,Vintage,TypeProd,StateCode,Cbsa,NoteRatePercent,Age,MonthsUntilRateReset,IsCurrentlyIo,LastPaymentReceivedDate,NextPayDate,MonthsDq,LtvRatioPercent,IsArm,CurrentLtvRange,PaymentType,DelinquencyCategory
Select Portfolio Servicing,8/1/2006,8/1/2006,100000,30751.18,5.24,8/1/2006,8/1/2031,10/1/2019,1650165.017,6.06,645,0,42,8,0,-0.26,2006,ARM,CA,31080,5.24,158,1,FALSE,8/25/2019,11/1/2019,0,19.72,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,8/1/2006,8/1/2006,266000,159426.25,4.74,8/1/2006,8/1/2031,10/1/2019,1132879.046,23.48,692,0,40,18,0,-0.76,2006,ARM,CA,41860,4.74,158,1,FALSE,9/25/2019,11/1/2019,0,39.18,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,5/1/2007,5/1/2007,100000,84435.22,5.24,5/1/2007,5/1/2032,10/1/2019,1096491.228,9.12,634,0,42,18,0,-0.26,2007,ARM,CA,31080,5.24,149,1,FALSE,9/25/2019,11/1/2019,0,10.8,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,4/1/2007,4/1/2007,250000,207393.14,4.74,4/1/2007,4/1/2032,10/1/2019,1674480.911,14.93,632,0,42,18,0,-0.76,2007,ARM,CA,31080,4.74,150,1,FALSE,8/25/2019,11/1/2019,0,18,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,5/1/2007,5/1/2007,100000,42204.62,4.99,5/1/2007,5/1/2032,10/1/2019,1242236.025,8.05,703,0,40,8.34,0,-0.51,2007,ARM,CA,31080,4.99,149,1,FALSE,9/25/2019,11/1/2019,0,19.08,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,10/1/2007,10/1/2007,50000,43400.45,5.74,10/1/2007,10/1/2032,10/1/2019,232774.6741,21.48,722,0,40,18,0.24,0.24,2007,ARM,CA,39780,5.74,144,1,FALSE,9/25/2019,11/1/2019,0,24.75,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,4/1/2008,4/1/2008,150000,138543.53,5.24,4/1/2008,4/1/2033,10/1/2019,241468.1262,62.12,646,0,42,18,0,-0.26,2008,ARM,FL,35840,5.24,138,1,FALSE,8/25/2019,11/1/2019,0,67.26,TRUE,60.00 - 69.99,Reperforming,Current
Select Portfolio Servicing,11/1/2005,11/1/2005,40000,29869.11,4.99,11/1/2005,11/1/2030,10/1/2019,415368.6397,9.63,739,0,40,18,0,-0.51,2005,ARM,NY,35620,4.99,167,1,FALSE,9/25/2019,11/1/2019,0,12.9,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,11/1/2005,11/1/2005,475000,355557.38,4.99,11/1/2005,11/1/2030,10/1/2019,1469678.218,32.32,538,0,42,16,0,-0.51,2005,ARM,NY,35620,4.99,167,1,FALSE,9/25/2019,11/1/2019,0,43.18,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,1/1/2007,1/1/2007,100000,69361.16,5.99,1/1/2007,1/1/2032,10/1/2019,168690.9582,59.28,698,0,40,18,0.49,0.49,2007,ARM,NY,35620,5.99,153,1,FALSE,9/25/2019,11/1/2019,0,85.47,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,3/1/2007,3/1/2007,100000,81424.99,5.49,3/1/2007,3/1/2032,10/1/2019,165809.9818,60.31,743,0,34,18,0,-0.01,2007,ARM,NY,40380,5.49,151,1,FALSE,8/25/2019,11/1/2019,0,74.07,TRUE,60.00 - 69.99,Reperforming,Current
Select Portfolio Servicing,3/1/2007,3/1/2007,75200,62705.21,5.49,3/1/2007,3/1/2032,10/1/2019,112726.7276,66.71,743,0,34,18,0,-0.01,2007,ARM,NY,40380,5.49,151,1,FALSE,8/25/2019,11/1/2019,0,80,TRUE,60.00 - 69.99,Reperforming,Current
Select Portfolio Servicing,4/1/2007,4/1/2007,40000,41592.89,7.62,4/1/2007,4/1/2032,10/1/2019,325203.252,12.3,607,0,42,16,2.12,2.12,2007,ARM,NY,35620,7.62,150,1,FALSE,9/25/2019,11/1/2019,0,11.83,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,7/1/2008,7/1/2008,130000,121454.56,4.75,7/1/2008,7/1/2033,10/1/2019,219446.3201,59.24,521,99,42,18,0,-0.75,2008,ARM,NY,10580,4.75,135,1,FALSE,2/25/2019,11/1/2019,7,63.41,TRUE,0.01 - 59.99,ReDefault,In Foreclosure
Select Portfolio Servicing,1/1/2006,1/1/2006,60000,21637.03,5.49,1/1/2006,1/1/2031,10/1/2019,393700.7874,15.24,672,0,40,18,0,-0.01,2006,ARM,GA,12060,5.49,165,1,FALSE,6/25/2019,11/1/2019,1,42.25,TRUE,0.01 - 59.99,ReDefault,30 Days
Select Portfolio Servicing,8/1/2007,8/1/2007,142000,121316.75,6.74,8/1/2007,8/1/2032,10/1/2019,166217.9562,85.43,638,0,42,18,1.24,1.24,2007,ARM,GA,12060,6.74,146,1,FALSE,9/25/2019,11/1/2019,0,100,TRUE,80.00 - 89.99,ReDefault,Bankruptcy
Select Portfolio Servicing,10/1/2006,10/1/2006,101000,69491.2,4.99,10/1/2006,10/1/2031,10/1/2019,580459.7701,17.4,629,0,42,18,0,-0.51,2006,ARM,MD,47900,4.99,156,1,FALSE,9/25/2019,11/1/2019,0,25.29,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,2/1/2008,2/1/2008,50000,18848.31,5.49,2/1/2008,2/1/2033,10/1/2019,720461.0951,6.94,591,0,42,18,0,-0.01,2008,ARM,MD,12580,5.49,140,1,FALSE,7/25/2019,11/1/2019,0,18.41,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,4/1/2007,4/1/2007,125248,105155.84,4.99,4/1/2007,4/1/2032,10/1/2019,202470.0938,61.86,503,0,42,18,0,-0.51,2007,ARM,TN,17300,4.99,150,1,FALSE,9/25/2019,11/1/2019,0,73.68,TRUE,60.00 - 69.99,Reperforming,Current
Select Portfolio Servicing,4/1/2001,4/1/2001,32863,8190.59,7,4/1/2001,4/1/2026,10/1/2019,171250.6514,19.19,657,0,42,18,1.5,1.5,2003,ARM,GA,16860,7,222,1,FALSE,6/25/2019,11/1/2019,1,77,TRUE,0.01 - 59.99,ReDefault,30 Days
Select Portfolio Servicing,4/1/2003,4/1/2003,21413,18170.4,5.75,4/1/2003,4/1/2033,10/1/2019,111934.1349,19.13,591,0,42,18,0.25,0.25,2003,ARM,PA,39740,5.75,198,1,FALSE,7/25/2019,11/1/2019,0,22.54,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,12/1/2005,12/1/2005,68000,47385.18,5.99,12/1/2005,12/1/2030,10/1/2019,121973.0942,55.75,710,0,40,18,0.49,0.49,2005,ARM,PA,38300,5.99,166,1,FALSE,9/25/2019,11/1/2019,0,80,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,10/1/2006,10/1/2006,94972,45532.05,4.99,10/1/2006,10/1/2031,10/1/2019,542387.2073,17.51,654,0,42,7.24,0,-0.51,2006,ARM,PA,37980,4.99,156,1,FALSE,9/25/2019,11/1/2019,0,36.53,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,5/1/2007,5/1/2007,60000,50697.77,5.74,5/1/2007,5/1/2032,10/1/2019,237906.4235,25.22,681,0,40,18,0.24,0.24,2007,ARM,PA,49620,5.74,149,1,FALSE,10/25/2019,11/1/2019,0,29.85,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,8/1/1999,8/1/1999,60000,37863.98,5.5,8/1/1999,8/1/2029,10/1/2019,118835.413,50.49,609,0,42,18,0,0,2003,ARM,NJ,47220,5.5,242,1,FALSE,9/25/2019,11/1/2019,0,80,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,4/1/2006,4/1/2006,20000,15049.46,6,4/1/2006,4/1/2031,10/1/2019,279329.6089,7.16,611,0,42,18,0.5,0.5,2006,ARM,NJ,35620,6,162,1,FALSE,8/25/2019,11/1/2019,0,9.52,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,3/1/2007,3/1/2007,250000,136619.49,4.49,3/1/2007,3/1/2032,10/1/2019,836400.1338,29.89,701,0,40,18,0,-1.01,2007,ARM,NJ,35620,4.49,151,1,FALSE,9/25/2019,11/1/2019,0,54.7,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,12/1/2007,12/1/2007,50000,39818.36,5.49,12/1/2007,12/1/2032,10/1/2019,128336.7556,38.96,581,0,42,18,0,-0.01,2007,ARM,NJ,37980,5.49,142,1,FALSE,8/25/2019,11/1/2019,0,48.92,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,7/1/2001,7/1/2001,500000,407992.78,4.49,7/1/2001,7/1/2031,10/1/2019,1207146.306,41.42,678,0,40,18,0,-1.01,2003,ARM,MA,14460,4.49,219,1,FALSE,8/25/2019,11/1/2019,0,50.76,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,6/1/2000,6/1/2000,25000,8869.89,5.75,6/1/2000,1/1/2033,10/1/2019,219876.869,11.37,704,0,40,18,0.25,0.25,2003,ARM,ME,12620,5.75,232,1,FALSE,9/25/2019,11/1/2019,0,32.05,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,7/1/2008,7/1/2008,39000,34313.05,6.74,7/1/2008,7/1/2033,10/1/2019,252263.9069,15.46,661,0,40,18,1.24,1.24,2008,ARM,MA,49340,6.74,135,1,FALSE,7/25/2019,11/1/2019,0,17.57,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,5/1/2006,5/1/2006,90000,62625.62,5.49,5/1/2006,5/1/2031,10/1/2019,283286.119,31.77,612,0,42,18,0,-0.01,2006,ARM,MO,41180,5.49,161,1,FALSE,9/25/2019,11/1/2019,0,45.66,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,5/1/2007,5/1/2007,30000,7589.3,5.74,5/1/2007,2/1/2043,10/1/2019,335946.2486,8.93,576,0,42,18,0.24,0.24,2007,ARM,KS,28140,5.74,149,1,FALSE,9/25/2019,11/1/2019,0,35.29,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,11/1/2001,11/1/2001,30000,22046.14,6.5,11/1/2001,11/1/2026,10/1/2019,119760.479,25.05,515,0,42,18,1,1,2003,ARM,MO,41180,6.5,215,1,FALSE,6/25/2019,11/1/2019,1,34.09,TRUE,0.01 - 59.99,ReDefault,30 Days
Select Portfolio Servicing,2/1/2005,2/1/2005,25000,10755.76,6.5,2/1/2005,2/1/2030,10/1/2019,122488.976,20.41,537,0,42,18,1,1,2005,ARM,KS,17700,6.5,176,1,FALSE,8/25/2019,11/1/2019,0,47.44,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,8/1/2000,8/1/2000,52000,28962.34,5,8/1/2000,9/1/2048,10/1/2019,107727.3669,48.27,495,0,42,6,0.25,0.25,2003,ARM,AR,26300,5,230,1,TRUE,10/1/2019,11/1/2019,0,86.67,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,4/1/2006,4/1/2006,60000,75752.35,5.99,4/1/2006,3/1/2032,10/1/2019,82372.3229,72.84,704,99,40,9,0.49,0.49,2006,ARM,OK,46140,5.99,162,1,TRUE,3/25/2019,11/1/2019,6,57.69,TRUE,70.00 - 79.99,ReDefault,In Foreclosure
Select Portfolio Servicing,11/1/2007,11/1/2007,100000,42146.61,5.74,11/1/2007,11/1/2032,10/1/2019,422297.2973,23.68,551,0,42,8,0.24,0.24,2007,ARM,VA,47260,5.74,143,1,FALSE,8/25/2019,11/1/2019,0,56.18,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,12/1/1999,12/1/1999,20000,8731.23,6.5,12/1/1999,12/1/2024,10/1/2019,156494.5227,12.78,571,0,42,18,1,1,2003,ARM,VA,28700,6.5,238,1,FALSE,9/25/2019,11/1/2019,0,29.28,TRUE,0.01 - 59.99,Reperforming,Current
Select Portfolio Servicing,12/1/2006,12/1/2006,85600,72691.36,5.99,12/1/2006,12/1/2031,10/1/2019,125993.5237,67.94,479,0,42,18,0.49,0.49,2006,ARM,VA,47260,5.99,154,1,FALSE,9/25/2019,11/1/2019,0,80,TRUE,60.00 - 69.99,Reperforming,Current
Ocwen,9/1/2006,9/1/2006,112000,129802.92,4,9/1/2006,7/1/2036,10/1/2019,120793.7877,92.72,528,99,42,16.3,6.75,6.75,2006,ARM,PA,37980,3.35,157,3,FALSE,7/1/2019,11/1/2019,1,80,TRUE,90.00 - 99.99,ReDefault,30 Days
Wells Fargo,5/1/2006,5/1/2006,320000,209307.91,3.875,5/1/2006,1/1/2038,10/1/2019,611503.9174,52.33,639,99,42,12.125,2.75,2.75,2006,ARM,VA,47900,3.625,161,2,FALSE,5/1/2019,11/1/2019,3,80,TRUE,0.01 - 59.99,ReDefault,90+ Days
Wells Fargo,7/1/2006,7/1/2006,452000,296672.18,3.375,7/1/2006,7/1/2046,10/1/2019,860788.4213,52.51,665,99,42,0,0,3,2006,Fixed,NJ,35620,3.125,159,0,FALSE,3/1/2019,11/1/2019,5,80,FALSE,0.01 - 59.99,ReDefault,90+ Days
Nationstar Mortgage,8/1/2006,8/1/2006,995000,910350.44,4,8/1/2006,12/1/2036,10/1/2019,1087550.552,91.49,686,99,42,0,0,3,2006,Fixed,NY,35620,3.21,158,0,FALSE,3/1/2019,11/1/2019,6,100,FALSE,90.00 - 99.99,ReDefault,90+ Days
Nationstar Mortgage,9/1/2006,9/1/2006,430000,208890.9,4.625,9/1/2006,12/1/2036,10/1/2019,1109104.978,38.77,739,0,42,0,0,3,2006,Fixed,CA,41740,4.375,157,0,FALSE,8/1/2019,11/1/2019,1,79.8,FALSE,0.01 - 59.99,ReDefault,30 Days
Nationstar Mortgage,9/1/2006,9/1/2006,111200,141308.11,4,9/1/2006,2/1/2037,10/1/2019,109384.2219,101.66,650,0,42,0,0,3,2006,Fixed,TX,41700,3.75,157,0,FALSE,7/1/2019,11/1/2019,2,80,FALSE,100.00 - 109.99,ReDefault,60 Days
Nationstar Mortgage,9/1/2006,9/1/2006,120000,89610.97,5,9/1/2006,12/1/2036,10/1/2019,435413.643,27.56,765,0,42,0,0,3,2006,Fixed,CA,33700,4.75,157,0,FALSE,7/1/2019,11/1/2019,2,36.9,FALSE,0.01 - 59.99,ReDefault,60 Days
Nationstar Mortgage,10/1/2006,10/1/2006,63000,56637.42,4.125,10/1/2006,9/1/2053,10/1/2019,100111.2347,62.93,645,99,42,0,0,3,2006,Fixed,TX,31920,3.875,156,0,FALSE,6/1/2019,11/1/2019,3,70,FALSE,60.00 - 69.99,ReDefault,90+ Days
Nationstar Mortgage,10/1/2006,10/1/2006,112000,83441.24,8.25,10/1/2006,10/1/2033,10/1/2019,187919.4631,59.6,714,99,42,0,0,3,2006,Fixed,LA,35060,8,156,0,FALSE,7/1/2019,11/1/2019,2,80,FALSE,0.01 - 59.99,ReDefault,60 Days
Nationstar Mortgage,9/1/2006,9/1/2006,153750,58130.69,4.625,9/1/2006,12/1/2036,10/1/2019,542136.8124,28.36,720,99,42,0,0,3,2006,Fixed,MD,47900,4.375,157,0,FALSE,8/1/2019,11/1/2019,1,75,FALSE,0.01 - 59.99,ReDefault,30 Days
Nationstar Mortgage,10/1/2006,10/1/2006,82000,70694.02,6.875,10/1/2006,11/1/2036,10/1/2019,133398.4057,61.47,763,0,42,0,0,3,2006,Fixed,OH,17140,6.625,156,0,FALSE,7/1/2019,11/1/2019,2,71.3,FALSE,60.00 - 69.99,ReDefault,60 Days
Nationstar Mortgage,9/1/2006,9/1/2006,428188,361255.74,5.125,9/1/2006,12/1/2036,10/1/2019,727097.9793,58.89,639,99,42,0,0,3,2006,Fixed,CA,40140,4.875,157,0,FALSE,7/1/2019,11/1/2019,2,69.8,FALSE,0.01 - 59.99,ReDefault,60 Days
Ocwen,9/1/2006,9/1/2006,85000,74652.7,3.25,9/1/2006,7/1/2036,10/1/2019,237961.9261,35.72,624,99,42,13.35,6.1,6.1,2006,ARM,FL,38940,2.6,157,3,FALSE,5/1/2019,11/1/2019,3,40.67,TRUE,0.01 - 59.99,ReDefault,90+ Days
Ocwen,9/1/2006,9/1/2006,125550,127753.03,2,9/1/2006,7/1/2036,10/1/2019,140530.5574,89.34,518,0,42,17.35,6.3,6.3,2006,ARM,TX,19100,1.35,157,3,FALSE,7/1/2019,11/1/2019,1,87.8,TRUE,80.00 - 89.99,ReDefault,30 Days
Ocwen,9/1/2006,9/1/2006,103282,89293.76,2,9/1/2006,7/1/2036,10/1/2019,153830.8013,67.14,578,99,42,15.65,6.1,6.1,2006,ARM,TX,32580,1.35,157,3,FALSE,7/1/2019,11/1/2019,1,77.66,TRUE,60.00 - 69.99,ReDefault,30 Days
Ocwen,9/1/2006,9/1/2006,103200,101663.84,5,9/1/2006,9/1/2036,10/1/2019,135007.8493,76.44,576,99,42,15.9,6.1,6.1,2006,ARM,TX,26420,4.35,157,3,FALSE,7/1/2019,11/1/2019,1,77.59,TRUE,70.00 - 79.99,ReDefault,30 Days
Ocwen,9/1/2006,9/1/2006,211250,147224.54,4,9/1/2006,8/1/2036,10/1/2019,466335.5408,45.3,525,99,42,16.9,6.3,6.3,2006,ARM,FL,36100,3.35,157,3,FALSE,7/1/2018,11/1/2019,13,65,TRUE,0.01 - 59.99,ReDefault,90+ Days
Nationstar Mortgage,10/1/2006,10/1/2006,176250,134812.65,3.875,10/1/2006,8/1/2037,10/1/2019,307216.3151,57.37,673,99,42,0,0,3,2006,Fixed,FL,36740,3.625,156,0,FALSE,8/1/2019,11/1/2019,1,75,FALSE,0.01 - 59.99,ReDefault,30 Days
Nationstar Mortgage,10/1/2006,10/1/2006,205000,258649.87,3,10/1/2006,12/1/2056,10/1/2019,257505.3385,79.61,677,99,42,0,0,3,2006,Fixed,NJ,35620,2.75,156,0,FALSE,8/1/2018,11/1/2019,13,63.1,FALSE,70.00 - 79.99,ReDefault,In Foreclosure
Nationstar Mortgage,10/1/2006,10/1/2006,114500,91967.35,4.875,10/1/2006,11/1/2058,10/1/2019,186847.2585,61.28,694,99,42,0,0,3,2006,Fixed,VA,31340,4.625,156,0,FALSE,7/1/2019,11/1/2019,2,76.3,FALSE,60.00 - 69.99,ReDefault,60 Days
Nationstar Mortgage,9/1/2006,9/1/2006,124000,107854.07,3.625,9/1/2006,11/1/2054,10/1/2019,178212.1299,69.58,661,99,42,0,0,3,2006,Fixed,FL,27260,3.375,157,0,FALSE,8/1/2019,11/1/2019,1,80,FALSE,60.00 - 69.99,ReDefault,30 Days
Nationstar Mortgage,10/1/2006,10/1/2006,164000,145708.27,3.875,10/1/2006,12/1/2036,10/1/2019,230725.9426,71.08,640,99,42,0,0,3,2006,Fixed,IL,16980,3.625,156,0,FALSE,8/1/2019,11/1/2019,1,80,FALSE,70.00 - 79.99,ReDefault,30 Days
Nationstar Mortgage,10/1/2006,10/1/2006,144000,115287.7,7.25,10/1/2006,11/1/2036,10/1/2019,224824.356,64.05,684,0,42,0,0,3,2006,Fixed,TX,26420,7,156,0,FALSE,8/1/2019,11/1/2019,1,80,FALSE,60.00 - 69.99,ReDefault,30 Days
Nationstar Mortgage,10/1/2006,10/1/2006,130000,110079.56,7.25,10/1/2006,11/1/2036,10/1/2019,212626.7583,61.14,704,99,42,0,0,3,2006,Fixed,IN,11420,7,156,0,FALSE,8/1/2019,11/1/2019,1,72.2,FALSE,60.00 - 69.99,ReDefault,30 Days
Nationstar Mortgage,10/1/2006,10/1/2006,159200,146154.43,3.375,10/1/2006,11/1/2058,10/1/2019,216775.5991,73.44,634,99,42,0,0,3,2006,Fixed,FL,19660,3.125,156,0,FALSE,7/1/2019,11/1/2019,2,80,FALSE,70.00 - 79.99,ReDefault,60 Days
Nationstar Mortgage,10/1/2006,10/1/2006,511000,476282.24,4.125,10/1/2006,12/1/2036,10/1/2019,783261.8026,65.24,648,0,42,0,0,3,2006,Fixed,CT,25540,3.875,156,0,FALSE,7/1/2019,11/1/2019,2,70,FALSE,60.00 - 69.99,ReDefault,60 Days
Nationstar Mortgage,3/1/2007,3/1/2007,190400,103040.23,7.2,3/1/2007,8/1/2058,10/1/2019,439824.4398,43.29,642,0,42,13.2,7.2,5.4,2007,ARM,FL,45300,6.7,151,6,FALSE,7/1/2019,11/1/2019,1,80,TRUE,0.01 - 59.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,166250,164304.38,4.125,3/1/2007,5/1/2037,10/1/2019,177068.9104,93.89,587,0,42,15.15,9.15,6.4,2007,ARM,IN,29200,3.625,151,6,FALSE,6/1/2019,11/1/2019,2,95,TRUE,90.00 - 99.99,ReDefault,60 Days
Nationstar Mortgage,3/1/2007,3/1/2007,145800,97757.72,3.5,3/1/2007,6/1/2057,10/1/2019,241630.759,60.34,722,99,42,13.75,7.75,5.9,2007,ARM,MO,41180,3,151,6,FALSE,9/1/2018,11/1/2019,11,90,TRUE,60.00 - 69.99,ReDefault,Bankruptcy
Nationstar Mortgage,2/1/2007,2/1/2007,336000,319946.85,4.75,2/1/2007,3/1/2037,10/1/2019,441060.6458,76.18,654,99,42,14.55,8.55,5.4,2007,ARM,WA,42660,4.25,152,5,FALSE,3/1/2019,11/1/2019,5,80,TRUE,70.00 - 79.99,ReDefault,In Foreclosure
Nationstar Mortgage,3/1/2007,3/1/2007,244000,210518.79,3.25,3/1/2007,8/1/2056,10/1/2019,353520.7186,69.02,608,99,42,0,0,3,2007,Fixed,SC,22500,2.75,151,0,FALSE,7/1/2019,11/1/2019,1,80,FALSE,60.00 - 69.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,131280,142154.45,5.125,3/1/2007,1/1/2054,10/1/2019,151541.0366,86.63,607,0,42,0,0,3,2007,Fixed,NE,36540,4.625,151,0,FALSE,7/1/2019,11/1/2019,1,80,FALSE,80.00 - 89.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,467000,427347.15,4.375,3/1/2007,8/1/2058,10/1/2019,601106.9636,77.69,633,99,42,0,0,3,2007,Fixed,NY,35620,3.875,151,0,FALSE,7/1/2019,11/1/2019,1,84.9,FALSE,70.00 - 79.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,173000,193069.16,3.25,3/1/2007,8/1/2056,10/1/2019,155017.9211,111.6,614,0,42,0,0,3,2007,Fixed,GA,22340,2.75,151,0,FALSE,7/1/2019,11/1/2019,1,100,FALSE,110.00 - 119.99,ReDefault,30 Days
Nationstar Mortgage,2/1/2007,2/1/2007,91600,98321.84,2,2/1/2007,11/1/2058,10/1/2019,106672.8776,85.87,607,99,42,0,0,3,2007,Fixed,GA,12060,1.5,152,0,FALSE,4/1/2019,11/1/2019,4,80,FALSE,80.00 - 89.99,ReDefault,In Foreclosure
Nationstar Mortgage,3/1/2007,3/1/2007,78750,90577.01,3.625,3/1/2007,7/1/2057,10/1/2019,76072.25657,103.52,630,99,42,15.95,9.95,5.9,2007,ARM,NY,40380,3.125,151,6,FALSE,7/1/2017,11/1/2019,25,90,TRUE,100.00 - 109.99,ReDefault,In Foreclosure
Nationstar Mortgage,3/1/2007,3/1/2007,244000,170926.07,3,3/1/2007,2/1/2044,10/1/2019,435403.2834,56.04,647,99,42,0,0,3,2007,ARM,FL,33100,2.5,151,0,FALSE,8/1/2017,11/1/2019,24,80,TRUE,0.01 - 59.99,ReDefault,In Foreclosure
Nationstar Mortgage,3/1/2007,3/1/2007,88880,86215.42,3.875,3/1/2007,5/1/2037,10/1/2019,114536.0825,77.6,601,0,42,0,0,3,2007,Fixed,TX,26420,3.375,151,0,FALSE,7/1/2019,11/1/2019,1,80,FALSE,70.00 - 79.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,147400,205716.8,3,3/1/2007,4/1/2057,10/1/2019,132019.7044,111.65,623,99,42,13.55,7.55,5.4,2007,ARM,WI,33340,2.5,151,6,FALSE,10/1/2018,11/1/2019,10,80,TRUE,110.00 - 119.99,ReDefault,Bankruptcy
Nationstar Mortgage,3/1/2007,3/1/2007,487357,458733.97,3.75,3/1/2007,10/1/2058,10/1/2019,647220.4515,75.3,662,99,42,0,0,3,2007,ARM,NV,29820,3.25,151,0,FALSE,3/1/2019,11/1/2019,5,80,TRUE,70.00 - 79.99,ReDefault,In Foreclosure
Nationstar Mortgage,3/1/2007,3/1/2007,88350,64519.98,3.125,3/1/2007,4/1/2057,10/1/2019,127342.1735,69.38,617,0,42,0,0,3,2007,Fixed,OH,10420,2.625,151,0,FALSE,7/1/2019,11/1/2019,1,95,FALSE,60.00 - 69.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,352000,354446.87,4,3/1/2007,4/1/2057,10/1/2019,436941.4101,80.56,694,0,42,13.2,7.2,5.4,2007,ARM,FL,33100,3.5,151,6,FALSE,7/1/2019,11/1/2019,1,80,TRUE,80.00 - 89.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,309600,213376.27,5.24,3/1/2007,4/1/2037,10/1/2019,561479.8694,55.14,643,99,42,13.99,7.99,5.4,2007,ARM,WA,14740,4.74,151,6,FALSE,7/1/2019,11/1/2019,1,80,TRUE,0.01 - 59.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,300000,234345.71,4.625,3/1/2007,8/1/2055,10/1/2019,436427.1167,68.74,562,99,42,15.95,9.95,5.9,2007,ARM,MA,39300,4.125,151,6,FALSE,7/1/2019,11/1/2019,1,88,TRUE,60.00 - 69.99,ReDefault,30 Days
Nationstar Mortgage,3/1/2007,3/1/2007,369000,289363.65,4.875,3/1/2007,9/1/2054,10/1/2019,522810.9946,70.58,611,99,42,14.25,8.25,5.9,2007,ARM,IL,16980,4.375,151,6,FALSE,3/1/2019,11/1/2019,5,90,TRUE,70.00 - 79.99,ReDefault,In Foreclosure
Nationstar Mortgage,3/1/2007,3/1/2007,62010,57641.78,3.5,3/1/2007,2/1/2056,10/1/2019,74121.44394,83.66,587,99,42,16.05,10.05,5.9,2007,ARM,PA,38300,3,151,6,FALSE,9/1/2018,11/1/2019,11,90,TRUE,80.00 - 89.99,ReDefault,Bankruptcy
Nationstar Mortgage,3/1/2007,3/1/2007,135920,84447.82,4.75,3/1/2007,4/1/2037,10/1/2019,273480.8853,49.7,645,99,42,13.8,7.8,5.4,2007,ARM,NY,40380,4.25,151,6,FALSE,7/1/2019,11/1/2019,1,80,TRUE,0.01 - 59.99,ReDefault,30 Days
Nationstar Mortgage,2/1/2007,2/1/2007,368000,139414.05,2,2/1/2007,3/1/2037,10/1/2019,1214120.752,30.31,748,99,42,12.6,6.6,5.4,2007,ARM,CA,31080,1.5,152,5,FALSE,7/1/2019,11/1/2019,1,80,TRUE,0.01 - 59.99,ReDefault,30 Days
Nationstar Mortgage,2/1/2007,2/1/2007,240800,295368.22,4,2/1/2007,5/1/2037,10/1/2019,245388.77,98.13,600,0,42,14.25,8.25,5.4,2007,ARM,WA,42660,3.5,152,5,FALSE,6/1/2019,11/1/2019,2,80,TRUE,90.00 - 99.99,ReDefault,60 Days
